Inf,Rec,Name,Transfer Value,Pts/Gm,CA,Division,xGP/90,Sv %,xSv %,Aer A/90,OPCrs C/90,Hdrs A,Conv %,Mins/Gl,xA/90,Saves/90,xG/90,Gls/90,NPxG/90,xG/shot,Shot %,Hdrs W/90,K Hdrs/90,Cr C/A,Crs A/90,Cr C/90,OPCr %,OPCrs C,Dist/90,Drb/90,Ps A/90,Ps C/90,Sprints/90,Poss Lost/90,Pr passes/90,Shots Outside Box/90,Shot/90,ShT/90,Blk/90,Clr/90,Int/90,Poss Won/90,OPKP/90,Pres C/90,Shts Blckd/90,Hdr %,Tck/90,Tck R,Pas %,Pres A/90,K Tck/90,Ch C/90,K Ps/90,Asts/90
,  ,Anton Lundberg,£350K  £1.1M,0.8,102,Swedish Premier Division,,,,3.08,0,32,,,0.15,,0.03,,0.03,0.11,0%,0.87,0,,0.48,0,0%,0,12.3km,1.63,44.13,38.17,9.71,14.62,3.37,0.1,0.29,0,0.58,0.67,1.92,10.1,0.96,2.12,0,28%,1.44,75%,86%,10.58,0.1,0.29,0.96,0.19
Inj,  ,Piotr Cichocki,£450K  £1.3M,1.58,110,Swedish Premier Division,,,,4.46,0.18,49,17%,247,0.07,,0.3,0.36,0.3,0.14,42%,0.91,0,4%,6.1,0.27,4%,2,12.8km,2.1,30.61,24.78,13.94,20.4,2,0.64,2.19,0.91,0.18,1,1,4.46,1.18,4.46,0,20%,3.01,85%,81%,10.2,0,0.18,2,0.18
,  ,Abdulkareem Tilahun,£475K  £1.4M,0.27,95,Swedish Premier Division,,,,4.77,0,68,,,0.11,,0.04,,0.04,0.08,43%,2.25,0.28,,0.7,0,0%,0,12.8km,0.84,49.28,41.91,9.69,13.9,4,0.14,0.49,0.21,0.35,1.4,1.54,8.99,1.12,2.46,0.28,47%,2.18,89%,85%,10.46,0,0.21,1.12,
,  ,Johan Wiklund,£1.2M  £3.6M,1.5,120,Swedish Premier Division,,,,3.18,0,29,,,0.25,,0.04,,0.04,0.08,0%,2.19,0.11,,0.77,0,0%,0,11.7km,1.09,42.15,35.69,9.74,13.14,3.61,0.33,0.55,0,0.22,0.77,1.42,13.14,1.42,2.19,0,69%,1.31,71%,85%,10.62,0,0.55,1.42,0.33
,  ,Thomas Holmgaard,£1M  £3.1M,1.5,121,Swedish Premier Division,,,,5.37,0.06,84,13%,281.4,0.16,,0.36,0.32,0.36,0.15,23%,1.28,0.13,7%,1.41,0.06,5%,1,12.8km,0.77,31.41,26.99,11.71,14.2,2.24,1.09,2.49,0.58,0.19,0.26,0.83,14.14,1.22,2.69,0,24%,1.92,88%,86%,9.85,0,0.32,1.47,0.19
,  ,Aron Thern,£2M  £6M,1.5,122,Swedish Premier Division,,,,5.99,0,57,21%,142.67,0.22,,0.45,0.63,0.45,0.15,55%,2,0,,0.74,0,0%,0,12.6km,0.95,33.75,29.54,9.25,12.3,1.89,0.53,3.05,1.68,0.42,0.21,1.26,5.78,0.63,2.21,0,33%,1.37,81%,88%,8.73,0,0.21,0.63,0.21
,  ,Alvin Holmqvist,£30K  £85K,1.21,99,Swedish Premier Division,,,,3.8,0.49,39,10%,924,0.06,,0.17,0.1,0.17,0.17,30%,1.07,0.1,29%,1.66,0.49,29%,5,12.0km,0.58,42.47,37.79,8.18,13.05,4.29,0.19,0.97,0.29,0.29,0.68,1.07,9.35,2.14,3.41,0,28%,2.44,86%,89%,10.91,0,0.19,2.14,0.1
,  ,Alex Burgess,£400K  £1.2M,1.15,114,Swedish Premier Division,,,,8.34,0.09,89,33%,137.29,0.13,,0.18,0.66,0.18,0.09,52%,1.5,0,25%,0.84,0.19,22%,1,11.8km,1.22,20.51,18.26,6.84,17.61,0.56,0.66,1.97,1.03,0.37,0.94,1.31,2.15,0.47,0.84,0,18%,0.66,88%,89%,7.4,0,0.09,1.69,0.19
,  ,Ernad Ivkovčić,£90K  £275K,1.33,109,Swedish Premier Division,,,,8.77,0,96,13%,492.5,0.04,,0.16,0.18,0.16,0.11,56%,2.38,0.09,,0.46,0,0%,0,10.9km,0.46,21.93,18.46,5.57,12.97,0.91,0.55,1.46,0.82,0.18,0.55,0.91,2.38,0.64,1.92,0,27%,1.46,80%,84%,6.4,0.09,0.09,0.64,
Wnt,  ,Kacper Śliwa,£1.5M  £4.5M,1.6,124,PKO Bank Polski Ekstraklasa,,,,5.91,0,202,6%,"3,076.00",0.08,,0.05,0.03,0.05,0.1,28%,1.96,0,,0.64,0,0%,0,13.2km,2.25,30.96,26.71,11.82,17.12,2.19,0.12,0.53,0.15,0.12,0.64,1.99,11.03,1.2,2.46,0,33%,1.49,74%,86%,10.59,0.06,0.09,1.2,0.12
Wnt,  ,Tomasz Zieliński,£35K  £110K,1.28,98,PKO Bank Polski Ekstraklasa,,,,7.72,0.05,152,21%,295.5,0.1,,0.18,0.3,0.18,0.13,32%,2.54,0,7%,0.71,0.05,7%,1,13.1km,1.22,33.45,29.44,9.85,16.29,1.47,0.25,1.42,0.46,0.56,1.42,1.42,10.05,1.07,2.23,0,33%,0.86,85%,88%,9.54,0,0.15,1.07,0.25
,  ,Üzeyir Aksu,£1.2M  £3.5M,1.57,118,PKO Bank Polski Ekstraklasa,,,,3.45,0.15,91,13%,594.25,0.45,,0.08,0.15,0.08,0.07,47%,0.61,0,19%,3.48,0.34,10%,4,12.2km,1.02,44.11,38.73,9.77,11.06,3.52,0.57,1.14,0.53,0.42,0.91,1.33,15.86,1.21,3.29,0,18%,2.42,90%,88%,11.28,0.04,0.45,1.21,0.53
,  ,Igor Tumaszyk,£1M  £3.1M,1.18,114,PKO Bank Polski Ekstraklasa,,,,5.18,0.17,123,7%,712.33,0.18,,0.15,0.13,0.15,0.08,36%,3.2,0.46,23%,0.72,0.17,24%,4,12.4km,0.8,44.68,39.25,10.19,13.86,3.87,0.59,1.85,0.67,0.38,0.63,1.56,10.32,1.6,2.91,0,62%,1.85,77%,88%,10.11,0.08,0.25,1.6,0.17
Wnt,  ,Tobias Deinert,£1.1M  £3.4M,2,120,PKO Bank Polski Ekstraklasa,,,,3.98,0.14,142,12%,401.62,0.18,,0.19,0.22,0.19,0.11,34%,2.38,0.08,15%,0.92,0.14,15%,5,12.6km,1.06,45.24,39.24,11.68,10.9,3.17,0.45,1.82,0.62,0.5,0.78,1.62,12.55,1.18,3.28,0,60%,2.27,87%,87%,12.02,0.08,0.25,1.18,0.31
,  ,Niels Vrancken,£65K  £200K,1.25,95,PKO Bank Polski Ekstraklasa,,,,4.18,0.3,139,13%,996.67,0.02,,0.05,0.09,0.05,0.07,61%,1.66,0.06,25%,1.17,0.3,26%,10,11.8km,1.08,44.7,37.96,8.58,16.43,2.92,0.12,0.69,0.42,0.21,1.02,1.29,6.5,0.99,2.71,0,40%,1.78,87%,85%,11.65,0.06,0.06,0.99,0.03
U19,  ,Zidan Sertdemir,£55K  £160K,1.3,95,PKO Bank Polski Ekstraklasa,,,,6.09,0.07,89,16%,263,0.12,,0.22,0.34,0.22,0.1,31%,1.16,0,8%,6.37,0.75,12%,1,12.6km,1.1,33.47,29.36,9.65,20.4,2.12,0.55,2.19,0.68,0.62,0.82,1.44,8.21,1.3,2.46,0,19%,1.85,84%,88%,9.79,0,0.27,1.3,0.07
Wnt,  ,Joy Frattaruolo,£110K  £325K,0.97,99,PKO Bank Polski Ekstraklasa,,,,3.13,0.21,91,10%,872.33,0.25,,0.12,0.1,0.12,0.13,28%,1,0.17,18%,1.13,0.21,18%,6,11.9km,1.07,43.54,38.17,9.56,15.17,3.65,0.45,1,0.28,0.31,0.83,1.82,11.52,1.65,3.06,0,32%,1.86,76%,88%,11.21,0.03,0.41,1.93,0.24
,  ,Dominik Konstanty,£1M  £2.9M,1.75,115,PKO Bank Polski Ekstraklasa,,,,6.05,0.23,132,6%,655,0.17,,0.22,0.14,0.22,0.1,34%,1.74,0,27%,0.82,0.23,28%,5,13.2km,1.1,30.46,26.34,10.35,16.9,2.47,0.6,2.15,0.73,0.18,0.6,1.37,15.21,1.74,2.43,0,29%,1.65,78%,86%,8.79,0.09,0.55,2.11,0.23
Unh,  ,Igor Maltsev,£400K  £1.2M,1.35,128,PKO Bank Polski Ekstraklasa,,,,3.93,0.08,97,10%,370.33,0.11,,0.3,0.24,0.3,0.13,31%,0.65,0,8%,6.52,0.61,9%,2,13.1km,2.27,34.1,28.96,12.19,12.52,2.31,0.49,2.35,0.73,0.16,0.53,2.07,14.78,1.34,3.08,0,16%,2.23,83%,85%,10.17,0.04,0.32,2.27,
,  ,Jens Diel,£250K  £750K,0.97,102,PKO Bank Polski Ekstraklasa,,,,3.75,0.17,111,6%,"2,666.00",0.16,,0.09,0.03,0.09,0.16,18%,1.15,0.07,19%,1.99,0.3,15%,5,11.8km,1.25,44.63,38.82,8.64,14.52,3.71,0.27,0.57,0.1,0.37,0.71,1.42,11.07,1.32,2.8,0,31%,1.86,80%,87%,11.11,0.03,0.3,1.55,0.17
,  ,Dominik Wierzbicki,£110K  £325K,1.23,103,PKO Bank Polski Ekstraklasa,,,,4.9,0.51,116,6%,710,0.07,,0.2,0.13,0.2,0.09,28%,0.89,0.04,21%,3.34,0.59,18%,12,13.1km,2.54,32.96,27.21,14.7,19.35,2.2,0.55,2.28,0.63,0.34,0.93,1.82,4.65,1.14,2.92,0,18%,2.24,90%,83%,11.7,0.04,0.21,1.14,
,  ,Szymon Michalik,£50K  £140K,0.92,99,PKO Bank Polski Ekstraklasa,,,,7.36,0.11,68,15%,277,0.2,,0.24,0.32,0.24,0.11,50%,2.49,0,14%,1.19,0.11,9%,1,11.9km,1.84,33.25,27.08,8.77,23.07,1.84,0.65,2.17,1.08,0.32,0.22,1.73,9.31,0.76,2.17,0,34%,1.08,71%,81%,8.88,0,0.76,0.76,0.22
,  ,Carlos Chávez,£1.1M  £3.3M,1.75,117,PKO Bank Polski Ekstraklasa,,,,5.92,0.08,140,7%,532,0.21,,0.28,0.17,0.28,0.12,41%,1.99,0.04,13%,1.02,0.13,13%,2,13.0km,1.44,31.8,25.88,11.88,14.68,1.82,0.68,2.37,0.97,0.25,0.93,1.95,14.21,1.35,1.9,0,34%,1.1,81%,81%,9.73,0,0.63,1.44,0.3
,  ,Dragan Stojanović,£1.1M  £3.2M,1.22,120,PKO Bank Polski Ekstraklasa,,,,5,0.28,89,11%,320.6,0.23,,0.3,0.28,0.3,0.12,45%,1.01,0,31%,0.9,0.28,31%,5,12.5km,2.13,30.54,25.77,11.51,20.21,1.52,0.95,2.47,1.12,0.22,0.62,1.85,11.85,1.01,2.02,0,20%,0.79,64%,84%,9.99,0,0.56,1.35,0.39
Wnt,  ,Milan Kovac,£160K  £475K,1.03,107,PKO Bank Polski Ekstraklasa,,,,4.62,0.04,111,11%,540.25,0.12,,0.24,0.17,0.2,0.15,39%,0.46,0.04,6%,1.12,0.08,7%,1,12.8km,2.08,31.24,26.32,10.25,21.99,1.29,0.46,1.58,0.62,0.33,0.58,1.67,8.75,0.71,2.12,0,10%,1.33,73%,84%,8.45,0.04,0.21,1.92,0.17
Inj,  ,Bartłomiej Kort,£95K  £275K,1.48,103,PKO Bank Polski Ekstraklasa,,,,3.23,0.18,72,11%,"1,003.50",0.24,,0.19,0.09,0.19,0.22,16%,1.61,0.09,20%,0.9,0.18,20%,4,12.8km,0.54,46.73,42.15,11.52,7.44,4.39,0.22,0.85,0.13,0.31,1.12,1.35,7.98,1.26,2.96,0.04,50%,2.15,77%,90%,10.58,0.22,0.4,1.26,0.18
,  ,Alexandr Korolenok,£500K  £1.5M,1.38,108,PKO Bank Polski Ekstraklasa,,,,3.46,0.23,89,15%,578,0.19,,0.08,0.16,0.08,0.07,42%,1.09,0.04,23%,3.7,0.47,13%,6,12.4km,0.9,44.14,38.23,9.3,14.44,3.58,0.51,1.01,0.43,0.35,0.62,2.02,11.02,1.13,2.69,0,31%,1.79,74%,87%,10.59,0,0.39,1.21,0.23
,  ,Jakub Orzech,£700K  £2.1M,1.63,111,PKO Bank Polski Ekstraklasa,,,,4.63,0.04,132,7%,642,0.2,,0.19,0.14,0.19,0.09,30%,1.05,0,4%,0.81,0.04,4%,1,12.9km,1.3,30.98,27.02,9.99,15.25,1.75,0.74,2.14,0.63,0.18,0.7,1.54,10.44,1.16,2.66,0,23%,1.61,79%,87%,8.27,0.07,0.21,2.87,0.21
,  ,Maciej Tarasiewicz,£240K  £700K,1.29,100,PKO Bank Polski Ekstraklasa,,,,5.56,0.07,85,25%,275.4,0.1,,0.13,0.33,0.13,0.1,55%,2.16,0,8%,0.78,0.07,8%,1,13.2km,1.37,31.37,26.73,11.76,28.3,1.76,0.52,1.31,0.72,0.2,0.85,1.76,7.71,1.11,2.42,0,39%,1.24,66%,85%,8.95,0.07,0.2,1.11,
,  ,Philippe Vallee,£750K  £2.2M,1.45,115,Norwegian Premier Division,,,,2.38,0.16,15,,,0.3,,0.07,,0.07,0.09,0%,0.16,0.16,50%,0.32,0.16,50%,1,12.4km,0.48,50.55,46.74,9.82,7.45,5.55,0.32,0.79,0,0.32,1.11,2.06,12.52,1.27,3.33,0,7%,2.85,100%,92%,10.14,0.32,0.32,1.27,
,  ,Svale With Aasgård,£2.1M  £6.4M,1.45,138,Norwegian Premier Division,,,,3.18,0.19,34,13%,480.5,0.22,,0.26,0.19,0.26,0.17,38%,0.37,0,10%,1.87,0.19,10%,2,13.1km,3.18,38.58,32.4,16.76,10.11,4.78,0.28,1.5,0.56,0.19,0.28,2.81,7.12,1.4,4.03,0,12%,2.72,78%,84%,12.36,0,0.28,1.4,
,  ,Gustav Kjølstad Nyheim,£150K  £450K,1.45,106,Norwegian Premier Division,,,,4.53,0,31,9%,616,0.2,,0.1,0.15,0.1,0.06,36%,1.9,0.15,,3.8,0.15,4%,0,12.5km,1.61,45,37.26,10.08,13.15,2.05,0.58,1.61,0.58,0.58,0.73,2.19,14.46,1.02,2.48,0,42%,1.75,80%,83%,10.52,0,,1.31,0.44
Wnt,  ,Paweł Zajączkowski,£1.5M  £4.5M,1.82,132,Norwegian Premier Division,,,,3.85,0,34,8%,397,0.21,,0.29,0.23,0.29,0.11,54%,0.45,0,,0.45,0,0%,0,13.0km,1.7,34.35,30.38,11.79,15.3,1.47,0.79,2.72,1.47,0.45,1.02,1.7,16.1,1.13,2.38,0,12%,1.81,76%,88%,11.22,0.11,0.23,2.04,0.23
Wnt,  ,David Russ,£230K  £700K,1.75,115,Norwegian Premier Division,,,,3.12,0,20,,,0.44,,0.02,,0.02,0.05,33%,1.41,0.31,,0.62,0,0%,0,13.3km,0.62,50.78,47.19,10.78,6.88,4.53,0.16,0.47,0.16,0.47,1.25,1.72,7.19,1.41,2.81,0,45%,1.88,80%,93%,10.78,0.16,0.31,2.81,0.31
,  ,Jovan Simović,£425K  £1.2M,1.18,106,Norwegian Premier Division,,,,3.56,0,31,4%,783,0.17,,0.26,0.11,0.26,0.09,38%,0.92,0.11,,0.8,0,0%,0,13.3km,1.49,33.1,27.47,11.49,20.34,2.41,0.69,2.99,1.15,0.23,1.03,1.61,12.99,1.72,2.3,0,26%,1.49,87%,83%,10.57,0,0.57,1.72,0.23
Wnt,  ,Janez Zupančič,£1.4M  £4.3M,1.75,128,Norwegian Premier Division,,,,5.16,0.12,43,,,0.19,,0.45,,0.45,0.2,42%,0.84,0.12,25%,0.48,0.12,25%,1,12.6km,1.8,30.72,25.92,11.88,13.8,1.08,0.48,2.28,0.96,0.36,1.2,1.56,11.52,1.08,1.2,0,16%,0.48,80%,84%,9.96,0,0.24,1.08,0.36
,  ,Piotr Zoch,£2.6M  £7.8M,1.51,119,Czech First Division,,,,6.18,0.09,205,10%,373.25,0.11,,0.3,0.24,0.3,0.13,32%,2.23,0.06,11%,0.81,0.09,11%,3,12.8km,1.57,30.11,25.98,11.75,14.56,1.75,0.66,2.35,0.75,0.33,0.72,1.54,13.05,1.18,2.44,0,36%,1.51,78%,86%,10.49,0.06,0.33,1.42,0.09
,  ,Peter Pastorek,£1.5M  £4.5M,1.17,119,Czech First Division,,,,5.82,0.05,129,15%,332.33,0.17,,0.24,0.27,0.24,0.13,39%,1.31,0.05,5%,0.86,0.05,5%,1,13.2km,0.86,29.7,24.82,14.35,14.89,2.35,0.45,1.85,0.72,0.32,0.59,1.31,12.28,1.58,2.57,0,22%,1.67,79%,84%,10.97,0.05,0.09,1.58,0.27
Wnt,  ,Ivan Hryhorenko,£200K  £600K,1.72,127,Czech First Division,,,,4.72,0.15,127,8%,605,0.32,,0.2,0.15,0.2,0.1,37%,0.93,0.04,12%,1.19,0.15,13%,4,13.3km,1.49,30.53,27.22,12.09,16.59,2.08,0.6,1.9,0.71,0.22,0.6,1.6,15.51,1.49,2.45,0,20%,1.64,79%,89%,10.26,0,0.56,2.57,0.41
,  ,Florin Cazacu,£1.5M  £4.4M,1.63,107,Romanian First League,,,,3.91,0.16,95,3%,"2,184.00",0.09,,0.13,0.04,0.13,0.1,39%,0.58,0,33%,0.49,0.16,33%,4,12.7km,1.65,31.81,26.04,10.14,20.98,1.77,0.37,1.28,0.49,0.37,0.82,1.9,7.5,0.74,2.47,0,15%,1.77,91%,82%,8.86,0.08,0.16,2.18,
,  ,Angel Patev,£800K  £2.4M,1.42,108,Romanian First League,,,,6.25,0.12,200,3%,"2,882.00",0.18,,0.12,0.03,0.12,0.11,26%,2.81,0,14%,0.84,0.12,15%,4,13.0km,1.28,30.29,26.26,10.12,16.27,1.94,0.25,1.06,0.28,0.16,0.62,1.31,11.02,1.28,2.44,0,45%,1.81,92%,87%,8.65,0.09,0.31,1.28,0.28
,  ,Tiebe Coppin,Not for Sale,1.47,116,Romanian First League,,,,4.27,0.23,131,10%,552.6,0.27,,0.14,0.16,0.14,0.08,36%,2.25,0.52,28%,4.69,0.68,15%,7,12.4km,0.78,44.1,38.44,10,15.21,3.91,0.81,1.63,0.59,0.2,0.85,1.56,13.45,1.43,2.57,0,53%,1.66,73%,87%,10.65,0.03,0.72,1.43,0.16
,  ,Andriy Pylypchuk,£1.7M  £5.2M,1.29,117,Czech First Division,,,,5.74,0.09,188,8%,420.86,0.2,,0.45,0.21,0.43,0.17,32%,1.62,0,16%,0.55,0.09,17%,3,12.7km,1.62,30.95,26.21,11.4,16.8,1.22,0.7,2.66,0.86,0.37,0.82,1.56,12.22,0.79,2.05,0,28%,1.13,76%,85%,10.17,0.06,0.43,0.79,0.15
Wnt,  ,Théo Landreau,£450K  £1.3M,1.84,146,Czech First Division,,,,3.92,0.18,155,13%,254.14,0.18,,0.31,0.35,0.31,0.11,49%,0.78,0,28%,1.44,0.3,21%,7,13.8km,1.44,32.45,27.52,14.01,13.71,2.45,0.91,2.78,1.37,0.18,0.71,1.64,17.45,1.52,1.8,0,20%,1.01,67%,85%,11.03,0,0.4,1.52,0.13
,  ,Ondřej Vejvoda,£35K  £110K,1.31,85,Czech First Division,,,,6.98,0.16,88,25%,"1,135.00",0.04,,0.03,0.08,0.03,0.08,25%,2.93,0.08,28%,0.56,0.16,29%,2,12.8km,1.74,32.43,26.88,10.7,26.25,1.43,0.08,0.32,0.08,0.24,0.87,1.51,7.37,0.71,2.3,0,42%,1.03,68%,83%,10.15,0,0.08,0.71,
Opt,  ,Mikhail Burtsev,£160K  £475K,1.17,122,Czech First Division,,,,6.32,0.1,123,10%,350.4,0.11,,0.3,0.26,0.3,0.11,39%,2.21,0.05,14%,0.72,0.1,14%,2,12.7km,1.34,30.05,25.89,11.25,15.46,1.95,0.82,2.62,1.03,0.26,1.13,1.59,12.12,1.39,2.36,0,35%,1.44,88%,86%,9.86,0.05,0.1,1.39,0.21
,  ,Petrică Mangu,Not for Sale,1.14,115,Romanian First League,,,,5.5,0.13,206,7%,842.75,0.23,,0.19,0.11,0.19,0.12,26%,1.82,0,17%,0.77,0.13,17%,5,12.7km,2.06,33.64,29.39,10.28,18.34,2.16,0.43,1.52,0.4,0.21,0.69,1.87,10.44,1.28,2.11,0,33%,1.28,79%,87%,10.15,0,0.43,1.28,0.21
,  ,Filip Rada,£1.8M  £5.4M,1.75,126,Czech First Division,,,,5.14,0.1,159,11%,253,0.29,,0.33,0.36,0.33,0.11,42%,1.16,0.03,8%,1.13,0.1,9%,3,13.1km,1.62,29.14,24.84,11.61,14.91,2.1,0.81,3.14,1.33,0.23,0.55,1.2,13.07,1.26,3.07,0,23%,1.68,73%,85%,10.41,0.06,0.42,1.26,0.23
Inj,  ,Bartolomeo Dondini,£3.8M  £11.5M,1.54,124,Romanian First League,,,,4.67,0.29,162,9%,"1,040.00",0.23,,0.15,0.09,0.12,0.15,35%,0.63,0,10%,2.71,0.29,11%,10,11.6km,3.06,32.28,26.11,16.1,11.39,3.46,0.2,0.98,0.35,0.63,1.47,2.02,5.71,1.3,3.26,0,14%,1.79,69%,81%,13.99,0.12,0.14,1.3,0.12
,  ,Henry Emmanuel,£1.3M  £3.8M,1.7,115,Romanian First League,,,,4.52,0.19,144,12%,318.78,0.15,,0.26,0.28,0.26,0.11,33%,1.13,0,23%,6.56,0.91,14%,6,12.8km,1.6,30.55,25.41,11.29,20.67,1.94,0.94,2.35,0.78,0.38,0.85,1.73,11.45,1.16,2.01,0,25%,1.47,87%,83%,10.1,0,0.28,2.23,0.16
,  ,Pontus Dahbo,£100K  £300K,1.44,103,Romanian First League,,,,5.69,0.14,164,9%,648.75,0.13,,0.27,0.14,0.21,0.16,45%,1.21,0,11%,4.13,0.28,7%,4,12.8km,0.97,31.7,27.5,12.07,14.74,2.46,0.49,1.63,0.73,0.07,0.49,1.49,13.94,1.6,2.6,0,21%,1.84,76%,87%,10.27,0,0.21,1.6,0.14
Wnt,  ,Matyáš Klíma,£2.5M  £7.4M,1.15,125,Czech First Division,,,,7.66,0.11,208,10%,271.56,0.08,,0.36,0.33,0.33,0.11,41%,1.69,0.04,21%,1.77,0.15,8%,3,12.0km,1.1,24.3,20.99,7.07,16.42,1.18,1.36,3.42,1.4,0.26,0.44,1.22,4.49,0.85,2.03,0,22%,1.29,74%,86%,7.51,0.04,0.11,2.03,
,  ,Claudiu Dobre,Not for Sale,1.48,113,Romanian First League,,,,6.27,0,149,14%,356.5,0.19,,0.21,0.25,0.21,0.11,40%,2.1,0,,0.93,0,0%,0,13.0km,1.22,30.84,25.62,12.03,19.86,1.98,0.5,1.81,0.72,0.17,0.63,1.47,10.27,1.14,2.19,0,34%,1.26,75%,83%,10.06,0,0.38,1.14,0.25
,  ,Roméo Ouattara,£1.3M  £4M,1.19,108,Romanian First League,,,,4.53,0.23,59,9%,"1,171.00",0.11,,0.09,0.08,0.09,0.1,36%,0.77,0,20%,2.23,0.23,10%,3,13.0km,1.31,30.05,26.05,11.22,19.98,1.61,0.38,0.85,0.31,0.15,0.38,1.61,8.61,0.77,2.38,0,17%,1.31,74%,87%,8.15,0,0.08,1.38,0.15
Wnt,  ,Sérgio Pires,£60K  £180K,0.84,115,Czech First Division,,,,3.87,0,84,,,0.23,,0.03,,0.03,0.09,38%,0.37,0.09,,5.48,0.37,7%,0,12.9km,1.11,31.94,26.96,11.47,18.16,2.17,0.14,0.37,0.14,0.28,0.65,1.71,10.09,1.29,2.58,0,10%,1.57,85%,84%,10.69,0.05,0.41,1.38,
Wnt,  ,Alex Furik,£2.8M  £8.2M,1.38,124,Czech First Division,,,,4.1,0.14,118,17%,235.27,0.22,,0.26,0.38,0.26,0.12,37%,0.52,0,16%,0.83,0.14,17%,4,13.3km,1.6,29.66,26.05,14.26,19.13,2.36,0.52,2.19,0.8,0.24,0.94,1.53,11.48,1.63,2.96,0,13%,1.67,74%,88%,10.61,0.03,0.35,2.89,0.07
,  ,Marek Kolář,£2.5M  £7.6M,1.16,125,Czech First Division,,,,4.32,0.11,121,6%,629.5,0.14,,0.22,0.14,0.22,0.1,39%,1.04,0,10%,3.4,0.5,15%,3,13.4km,1.97,32.28,27.41,12.55,16.23,2.07,0.86,2.29,0.89,0.18,0.64,1.89,11.58,1,2.32,0,24%,1,67%,85%,10.33,0.04,0.32,1.54,0.21
,  ,Harry Vervaart,£3.2M  £9.8M,1.41,131,Czech First Division,,,,2.88,0.11,80,24%,625.75,0.26,,0.06,0.14,0.06,0.09,29%,0.76,0,11%,0.97,0.11,11%,3,12.1km,1.11,44.19,38.83,10.28,14.24,3.85,0.25,0.61,0.18,0.32,0.5,1.37,12.08,1.22,3.16,0,26%,2.34,88%,88%,10.75,0,0.54,1.22,0.25
,  ,Vyacheslav Chernov,£425K  £1.2M,0.58,105,Romanian First League,,,,3.9,0.2,58,20%,"1,340.00",0.1,,0.02,0.07,0.02,0.06,80%,0.6,0,33%,0.6,0.2,33%,3,12.1km,1.34,43.93,38.49,9.6,14.31,3.16,0.2,0.34,0.27,0.67,0.94,1.81,9.13,1.14,2.89,0,16%,1.61,75%,88%,10.68,0.07,0.27,1.21,0.13
,  ,Nikolaj Staykov,£70K  £210K,1.54,109,Romanian First League,,,,6.06,0.62,177,,,0.17,,0.08,,0.08,0.13,28%,1.92,0.07,24%,8.66,1.34,15%,18,13.1km,3.32,30.4,25.57,14.58,12.36,3.18,0.21,0.62,0.17,0.48,0.89,1.85,3.73,1.1,3.12,0,32%,2.23,90%,84%,11.23,0.03,0.38,1.1,0.07
,  ,Hamza Hasanović,£2.2M  £6.4M,1.5,118,Czech First Division,,,,4.13,0.03,137,10%,"1,491.50",0.13,,0.08,0.06,0.08,0.12,43%,2.5,0.27,4%,0.66,0.03,5%,1,11.7km,0.91,45.2,40.61,9.44,13,2.81,0.21,0.63,0.27,0.54,0.91,1.63,13.34,1.06,2.62,0,61%,1.42,65%,90%,11.13,0.09,0.21,1.06,0.18
,  ,Kristiyan Irmiev,Not for Sale,1.42,103,Romanian First League,,,,4.71,0.15,160,5%,765,0.16,,0.33,0.12,0.33,0.13,28%,0.85,0.09,16%,0.88,0.15,17%,5,13.6km,1.44,32.56,27.76,12.35,17.5,1.47,0.82,2.56,0.71,0.32,0.41,1.5,9.06,0.76,2.26,0,18%,1.41,76%,85%,10.06,0,0.21,0.76,0.18
,  ,Killian Vallee,£325K  £1M,1.33,119,Czech First Division,,,,5.47,0.07,157,9%,861.67,0.15,,0.14,0.1,0.14,0.12,42%,1.53,0.03,8%,2.12,0.07,3%,2,12.7km,1.5,31.93,27.64,11.49,16.89,1.74,0.42,1.15,0.49,0.24,0.49,1.5,11,0.87,2.89,0,28%,1.46,75%,87%,11,0.03,0.14,1.11,0.1
,  ,Milan Falta,£1.6M  £4.9M,1.55,118,Czech First Division,,,,6.42,0.16,159,10%,445.6,0.18,,0.21,0.2,0.21,0.1,35%,1.82,0,18%,0.89,0.16,18%,4,13.1km,2.22,31.71,26.34,11.88,16.4,1.94,0.77,2.06,0.73,0.36,0.77,1.49,11.55,1.13,1.9,0,28%,1.41,97%,83%,9.49,0.08,0.28,1.13,0.12
Wnt,  ,Josip Delic,£1.8M  £5.2M,1.62,121,Romanian First League,,,,4.87,0.42,128,4%,"1,182.00",0.31,,0.2,0.08,0.2,0.11,28%,1.33,0.04,14%,6.43,0.91,14%,11,12.0km,3.35,32.74,27.3,13.02,14.43,2.4,0.61,1.79,0.49,0.3,0.84,1.87,6.85,1.6,3.24,0,27%,2.28,82%,83%,11.88,0.11,0.42,1.6,0.46
,  ,Martin Švejnoha,£2.3M  £6.8M,1.91,121,Czech First Division,,,,2.71,0.15,89,5%,"1,477.50",0.28,,0.1,0.06,0.1,0.09,50%,0.43,0.03,13%,1.16,0.18,16%,5,12.5km,1.07,44.41,39.17,10.48,13.4,3.41,0.43,1.16,0.58,0.27,0.58,1.28,14.83,1.34,2.77,0,16%,1.71,74%,88%,11.76,0.06,0.43,1.43,0.4
