Inf,Rec,Name,Transfer Value,Pts/Gm,CA,Division,xGP/90,Sv %,xSv %,Aer A/90,OPCrs C/90,Hdrs A,Conv %,Mins/Gl,xA/90,Saves/90,xG/90,Gls/90,NPxG/90,xG/shot,Shot %,Hdrs W/90,K Hdrs/90,Cr C/A,Crs A/90,Cr C/90,OPCr %,OPCrs C,Dist/90,Drb/90,Ps A/90,Ps C/90,Sprints/90,Poss Lost/90,Pr passes/90,Shots Outside Box/90,Shot/90,ShT/90,Blk/90,Clr/90,Int/90,Poss Won/90,OPKP/90,Pres C/90,Shts Blckd/90,Hdr %,Tck/90,Tck R,Pas %,Pres A/90,K Tck/90,Ch C/90,K Ps/90,Asts/90
,  ,Niels Henneberg,£650K  £2M,1.5,115,Norwegian Premier Division,,,,3.38,0.5,27,,,0.17,,0.14,,0.14,0.17,29%,1.62,0.12,40%,1.25,0.5,40%,4,12.5km,1.88,45.62,39.38,16.38,12.25,5.12,0.25,0.88,0.25,0.75,1,3.12,13,0.62,1.38,0.12,48%,1.38,85%,86%,8,0.12,,0.62,0.12
,  ,Mikael Abrahamyan,£1M  £3M,1.73,117,Norwegian Premier Division,,,,4.57,0.43,43,8%,847,0.14,,0.11,0.11,0.11,0.08,42%,1.91,0,17%,2.44,0.43,17%,4,13.3km,2.44,35.17,30.5,16.26,17.85,3.83,0.53,1.28,0.53,0.11,0.74,2.13,7.86,1.28,2.98,0,42%,2.55,86%,87%,12.43,0.11,0.21,1.28,0.11
Wnt,  ,Edis Ibrahimović,£900K  £2.7M,1.5,118,Norwegian Premier Division,,,,3.64,0.52,28,,,0.15,,0.02,,0.02,0.14,0%,1.17,0.13,16%,3.12,0.52,17%,4,13.1km,1.69,49.22,43.25,15.71,14.42,6.62,0,0.13,0,0.65,1.3,3.25,11.17,0.78,2.47,0.78,32%,3.12,89%,88%,9.09,0.26,,0.78,0.13
Wnt,  ,Alperen Sen,£1.3M  £3.8M,1.4,121,Norwegian Premier Division,,,,5.35,0.25,42,,,0.05,,0,,0,0,,3.95,0.64,10%,2.55,0.25,10%,2,13.0km,1.78,46.72,38.83,18.08,14.13,6.24,0,,,0.76,1.53,2.29,15.66,0.89,2.8,0.51,74%,3.06,80%,83%,9.17,0.13,0.25,0.89,
,  ,Karim Jamal,£200K  £600K,1.6,113,Norwegian Premier Division,,,,3.75,0.88,30,,,0.09,,0,,0,0.01,100%,2,0,33%,2.62,0.88,33%,7,12.2km,1.12,49.38,43.62,14.12,13.62,6.88,0,0.12,0.12,0.75,1.12,3.25,10,0.5,1.88,0.38,53%,2.25,58%,88%,9.62,0.25,0.25,0.5,0.12
,  ,Andrius Mockus,£550K  £1.6M,1.2,115,Norwegian Premier Division,,,,3.23,0.97,20,,,0.05,,0,,0,0,,0.81,0.32,14%,6.79,0.97,14%,6,13.4km,2.75,33.93,27.95,16.16,15.03,2.75,0,,,0.81,1.45,2.26,11.47,1.13,3.55,0,25%,3.23,87%,82%,11.31,0.16,0.16,1.13,0.16
,  ,Kjell Magne Haaberg,£1M  £3M,2.2,108,Norwegian Premier Division,,,,4.28,0.13,32,,,0.03,,0.05,,0.05,0.1,75%,2.27,0.27,5%,2.27,0.13,6%,1,12.5km,1.07,48.28,43.06,16.18,13.64,5.88,0,0.53,0.4,0.67,1.34,1.6,11.9,1.34,2.94,0.13,53%,2.67,71%,89%,7.49,0.13,,1.34,
,  ,Morten Rønning Ovenstad,£425K  £1.3M,1.3,109,Norwegian Premier Division,,,,4.5,0.38,36,,,0.04,,0.04,,0.04,0.11,0%,2.62,0,17%,2.12,0.38,18%,3,12.3km,1.88,45.25,40.38,13.88,15.25,5.12,0.12,0.38,0,1,1.62,3.25,14.12,1,1.25,0.62,58%,1.62,81%,89%,7.88,0,,1,
,  ,Steve Andrews,£500K  £1.5M,0.7,109,Norwegian Premier Division,,,,4.5,0.38,36,,,0.03,,0.1,,0.1,0.79,100%,2.75,0.12,14%,2.62,0.38,14%,3,12.4km,1.25,48.38,42.12,16.75,14.12,6.88,0,0.12,0.12,0.62,1.75,3.12,8.38,0.75,2.62,0.25,61%,3.25,96%,87%,8.38,0.12,0.12,0.75,
,  ,Tore André RenerHovland,£1.1M  £3.3M,0.6,119,Norwegian Premier Division,,,,5.67,0.43,40,,,0.24,,0.24,,0.24,0.08,18%,2.27,0.14,13%,3.26,0.43,13%,3,11.7km,2.13,31.32,26.5,13.46,18.14,1.7,1.42,3.12,0.57,0.71,0.99,2.27,4.82,0.71,1.98,0,40%,1.84,93%,85%,12.05,0.28,0.28,0.71,
,  ,Abu Blaty,£375K  £1.1M,1,101,Swedish Premier Division,,,,5.06,0.75,61,,,0.05,,0.01,,0.01,0.11,0%,2.98,0.33,32%,2.32,0.75,32%,9,13.2km,0.83,46.33,40.19,15.83,13.26,5.22,0,0.08,0,0.99,1.41,1.99,12.35,0.99,2.07,0.5,59%,2.24,79%,87%,8.95,0.25,0.08,0.99,0.08
,  ,Viktor Carlsson,£1.5K  £4K,0.77,62,Swedish Premier Division,,,,3.88,0.51,53,,,0.06,,0,,0,0,,0.95,0.29,9%,5.63,0.51,9%,7,12.5km,0.88,36.07,31.54,11.05,25.61,3.22,0,,,0.66,0.8,2.63,4.54,0.88,1.98,0.07,25%,2.05,88%,87%,10.68,0,0.07,0.88,
,  ,Benedek Kovács,£100K  £300K,1.17,105,Serbian SuperLeague,,,,4.05,0.18,90,5%,"2,002.00",0.13,,0.08,0.04,0.08,0.09,27%,2.29,0.09,9%,1.89,0.18,10%,4,12.6km,1.17,46.66,42.66,14.16,16.05,5.66,0.36,0.99,0.27,0.81,1.35,2.61,12.05,0.76,2.38,0.76,57%,2.11,72%,91%,8.36,0.27,0.04,0.76,0.09
,  ,Francesco Greco,£275K  £800K,1.94,102,Swedish Premier Division,,,,3.78,0.36,63,,,0.03,,0,,0,0,,1.62,0,14%,2.52,0.36,14%,6,12.4km,1.38,47.88,40.92,15.42,14.22,6,0,,,0.78,1.02,2.16,11.82,0.96,2.16,0.48,43%,2.46,69%,85%,8.7,0.06,,0.96,0.12
Lst,  ,Didimo Balbeira,£275K,1.13,104,Serbian SuperLeague,,,,5.51,0.51,118,5%,"1,929.00",0.08,,0.14,0.05,0.14,0.14,24%,2.52,0.33,14%,3.59,0.51,14%,11,12.9km,0.93,47.22,41.24,17.36,16.38,6.02,0.37,0.98,0.23,0.61,0.93,2.19,10.59,0.89,2.01,0.7,46%,2.52,92%,87%,7.84,0.05,0.14,0.89,0.09
,  ,Carlos Álvarez,£4.2M  £12.5M,1.94,144,Serbian SuperLeague,,,,4.02,0.55,125,,,0.19,,0.06,,0.06,0.14,31%,2.54,0.35,13%,3.92,0.55,14%,17,12.5km,1.57,39.78,34.54,15.2,10.54,3.7,0.06,0.42,0.13,0.58,1.25,2.8,14.75,1.35,2.76,0.32,63%,2.73,82%,87%,11.99,0.1,0.16,1.35,0.22
Ret,  ,João Dias,£70K  £210K,1.14,98,Serbian SuperLeague,,,,3.5,0.87,117,,,0.09,,0.01,,0.01,0.08,0%,1.74,0.06,13%,8.89,1.14,13%,29,12.9km,1.77,34.73,29.79,14.34,18.29,3.77,0.06,0.09,0,0.69,1.23,2.72,11.14,1.14,3.08,0.36,50%,2.87,88%,86%,11.89,0.12,0.36,1.14,0.12
,  ,Francisco Galera,£425K  £1.2M,1.1,111,Swedish Premier Division,,,,2.77,0.1,27,13%,876,0.1,,0.07,0.1,0.07,0.08,38%,1.64,0.1,5%,1.95,0.1,5%,1,12.7km,0.92,45.31,37.91,13.77,16.44,5.03,0.31,0.82,0.31,0.82,1.44,1.54,10.79,0.92,1.64,0.1,59%,1.85,82%,84%,9.35,0.1,0.1,0.92,0.1
,  ,Rosario Salvini,Not for Sale,1.71,116,Swedish Premier Division,,,,5.86,0.41,86,,,0.14,,0,,0,0.04,100%,3.27,0.68,16%,2.52,0.41,16%,6,12.3km,1.5,45.41,37.98,15,14.39,4.98,0,0.07,0.07,0.82,1.36,2.59,12.41,0.89,1.84,0.2,56%,2.73,89%,84%,8.66,0.07,0.34,0.89,
,  ,Jurijs Bespalovs,£350K  £1.1M,1.69,107,Swedish Premier Division,,,,4.66,0.24,58,7%,"1,119.00",0.12,,0.18,0.08,0.18,0.16,21%,2.01,0,8%,2.82,0.24,9%,3,12.7km,3.14,33.38,28.15,16.09,13.43,3.62,0.24,1.13,0.24,0.48,1.37,2.09,3.7,1.37,3.62,0,43%,2.01,83%,84%,9.97,0.24,0.16,1.37,0.16
,  ,Goran Živković,£200K  £600K,0.91,99,Serbian SuperLeague,,,,6.64,0.66,70,15%,474.5,0.02,,0.11,0.19,0.11,0.09,54%,1.99,0.09,17%,3.89,0.66,17%,7,12.1km,2.09,29.4,25.8,12.71,21.15,1.99,0.76,1.23,0.66,0.47,1.23,2.37,3.89,1.23,2.37,0,30%,1.71,86%,88%,12.9,0,,1.23,
Wnt,  ,Kåre Bakkemo,£4K  £12K,1.25,96,Serbian SuperLeague,,,,5.26,0.6,44,,,0.08,,0.02,,0.02,0.14,0%,1.91,0.24,18%,3.23,0.6,19%,5,12.5km,1.2,49.12,42.07,14.7,19.96,6.33,0.12,0.12,0,0.72,1.55,2.15,6.93,0.6,2.39,0.36,36%,2.63,85%,86%,7.41,0.12,0.12,0.6,
Req,  ,Cankut Hasanoğlu,£16K  £45K,0.2,97,Swedish Premier Division,,,,5.28,0.11,49,,,0.09,,0,,0,0,,3.13,0.11,4%,2.59,0.11,4%,1,12.6km,2.16,46.67,38.48,13.58,23.93,5.5,0,,,0.97,1.94,2.16,5.93,0.97,1.94,0.22,59%,2.37,92%,82%,7.33,0.11,0.22,1.29,
,  ,Alberto Aparicio,Not for Sale,1,109,Serbian SuperLeague,,,,4.74,0.32,75,,,0.03,,0.05,,0.05,0.14,0%,1.64,0.13,14%,2.21,0.32,14%,5,12.5km,1.77,44.4,37.7,17.65,13.41,5.57,0.13,0.38,0,0.7,1.08,2.4,7.46,1.01,2.34,0.19,35%,1.77,80%,85%,9.55,0.06,0.06,1.01,
Lst,  ,Branislav Cvetković,£325K,1.31,110,Serbian SuperLeague,,,,3.49,0.49,57,,,0.09,,0.02,,0.02,0.1,0%,1.47,0.18,13%,3.67,0.49,13%,8,13.2km,2.45,41.82,36.18,14.33,18.31,4.78,0,0.18,0,0.31,0.86,2.76,7.84,0.86,2.57,0,42%,2.39,87%,87%,13.41,0.06,0.06,0.86,
,  ,Miloš Milovanović,£250K  £750K,1.71,99,Serbian SuperLeague,,,,5.79,0.41,70,,,0,,0,,0,0,,3.47,0.33,14%,2.81,0.41,15%,5,12.1km,1.16,44.26,37.31,13.07,16.88,6.2,0,,,0.58,1.99,1.74,10.34,1.32,2.4,0.58,60%,2.56,79%,84%,6.95,0.08,0.17,1.32,
Wnt,  ,Jovan Rakić,£0,0.92,92,Serbian SuperLeague,,,,4.52,0.53,43,,,0.03,,0,,0,0,,2,0.42,14%,3.57,0.53,15%,5,12.1km,0.95,47.21,38.8,13.46,17.87,5.78,0,,,0.74,1.89,1.79,9.04,1.47,1.47,1.47,44%,1.37,76%,82%,7.36,0.11,0.11,1.47,
,  ,Mikel Esnaola,£1.9M  £5.6M,1.9,129,Serbian SuperLeague,,,,3.48,0.92,133,,,0.17,,0.02,,0.02,0.11,50%,1.02,0.05,13%,6.98,0.92,13%,35,12.6km,2.25,35.38,29.68,14.9,16.21,4.39,0.05,0.21,0.1,0.81,1.36,3.22,12.03,1.41,2.64,0.31,29%,2.56,82%,84%,11.24,0.13,0.24,1.41,0.18
Inj,  ,Kryštof Kronus,£700K  £2.2M,1.61,130,Serbian SuperLeague,,,,4.22,0.21,100,14%,"2,134.00",0.14,,0.03,0.04,0.03,0.09,29%,2.66,0.46,45%,0.46,0.21,45%,5,13.0km,0.63,56.77,51.16,12.48,4.68,4.85,0.08,0.3,0.08,0.34,0.67,1.86,14.97,0.76,2.36,0.13,63%,1.81,68%,90%,9.87,0.08,0.13,0.76,0.04
,  ,Denys Shvets,£650K  £2M,1.33,106,Swedish Premier Division,,,,4.77,0.35,54,,,0.09,,0.01,,0.01,0.03,0%,1.68,0.18,7%,5.3,0.44,8%,4,12.1km,2.56,44.51,36.83,13.34,15.9,3.8,0.09,0.35,0,0.88,0.97,3.18,10.69,1.15,3.27,0.18,35%,3.18,97%,83%,12.89,0.18,0.26,1.15,
Wnt,  ,Patrick Garcia,£80K  £240K,1.58,104,Swedish Premier Division,,,,2.9,1.2,34,,,0.12,,0.01,,0.01,0.07,0%,1.88,0.09,16%,7.43,1.2,16%,14,12.7km,2.31,33.47,27.75,14.94,14.77,3.67,0,0.09,0,0.6,0.6,2.82,8.37,1.2,2.39,0.09,65%,2.13,89%,83%,10.42,0.09,,1.2,0.09
,  ,Fabio Dupuis,£700K  £2.1M,1.81,118,Serbian SuperLeague,,,,4.08,0.26,143,,,0.07,,0,,0,0.07,0%,2.06,0.06,10%,2.34,0.26,11%,9,12.9km,1.14,46.73,40.99,17.54,13.4,6.11,0.03,0.06,0,0.8,1,2.83,16.94,0.66,2.48,0.66,50%,3,84%,88%,9.48,0.14,0.11,0.66,
,  ,Henrik Snorre,£500K  £1.5M,1.09,106,Swedish Premier Division,,,,3.85,0.29,40,8%,935,0.02,,0.14,0.1,0.14,0.12,17%,1.16,0.19,12%,2.41,0.29,12%,3,12.3km,1.35,47.45,39.27,15.79,16.36,5.97,0.48,1.16,0.19,0.96,1.06,2.98,9.14,0.77,1.73,0.19,30%,2.12,96%,83%,7.99,0,,0.77,0.19
,  ,Rijad Civic,Not for Sale,1.29,110,Swedish Premier Division,,,,3.65,0.43,51,,,0.07,,0,,0,0,,2.44,0.29,10%,4.3,0.43,10%,6,12.2km,2.22,44.5,38.05,14.4,13.83,5.59,0,,,0.72,1.22,3.51,11.18,1,3.01,0.29,67%,3.37,90%,86%,9.6,0.14,,1,
,  ,Andreas Gustavsson,£700K  £2.2M,1.7,108,Swedish Premier Division,,,,5.68,0.14,42,,,0.18,,0.08,,0.08,0.21,33%,3.92,0.41,7%,1.76,0.14,8%,1,12.4km,1.35,44.73,39.46,13.38,15.41,3.11,0,0.41,0.14,0.68,1.35,1.76,13.92,0.41,1.49,0.95,69%,1.76,72%,88%,8.78,0,,0.41,
,  ,Marcel Wolf,£350K  £1M,1.64,103,Swedish Premier Division,,,,4.15,0.31,53,100%,"1,150.00",0.01,,0.01,0.08,0.01,0.14,100%,2.58,0.39,15%,2.03,0.31,15%,4,12.5km,0.78,47.35,41.17,15.5,11.5,5.95,0,0.08,0.08,0.47,1.57,2.35,15.42,1.41,2.74,0.55,62%,2.66,76%,87%,8.22,0.23,,1.41,
Loa,  ,Marko Todorović,£4K  £12K,1.3,76,Serbian SuperLeague,,,,5.92,0.15,39,,,0,,0.06,,0.06,0.07,20%,2.12,0.46,3%,5.01,0.15,3%,1,12.4km,0.76,45.08,37.18,16.24,21.1,4.25,0.3,0.76,0.15,0.61,2.58,1.82,7.44,0.91,2.28,1.37,36%,2.43,84%,82%,6.68,0,0.15,0.91,
,  ,Nicolas Navarro,£600K  £1.8M,1.35,109,Serbian SuperLeague,,,,4.25,0.22,135,,,0.11,,0.03,,0.03,0.09,10%,2.67,0.35,10%,2.2,0.22,10%,7,12.5km,0.94,46.1,40.56,14.38,14.88,5.54,0.09,0.31,0.03,0.88,1.51,2.45,13.94,0.79,2.58,0.38,63%,3.21,80%,88%,8.15,0.16,0.28,0.79,0.13
,  ,Srđan Pavlović,£1.2M  £3.7M,1.51,120,Serbian SuperLeague,,,,5.7,0.38,210,,,0.04,,0.02,,0.02,0.24,33%,3.45,0.41,16%,2.25,0.38,17%,14,12.3km,0.54,50.43,43.83,9.18,12.49,3.77,0,0.08,0.03,0.87,1,1.87,10.94,0.52,1.68,0.16,60%,2.04,82%,87%,6.74,0.16,0.08,0.52,
,  ,Victor Ageev,Not for Sale,1.59,120,Serbian SuperLeague,,,,4.67,0.33,172,,,0.11,,0.02,,0.02,0.1,33%,1.9,0.11,11%,2.82,0.33,12%,12,12.5km,1.06,46.55,39.68,14.89,15.35,5.64,0.08,0.16,0.05,0.62,1.19,2.25,12.18,0.92,2.33,0.38,41%,2.52,79%,85%,8.46,0.08,0.14,0.92,0.08
Wnt,  ,Milan Rezek,£14K  £40K,0.54,104,Serbian SuperLeague,,,,3.62,1.05,45,,,0.03,,0.01,,0.01,0.04,0%,0.56,0.16,14%,7.41,1.05,14%,13,12.7km,1.77,33.81,27.85,14.73,19.72,3.7,0,0.16,0,0.16,1.37,2.42,7.25,1.37,4.75,0,16%,3.7,78%,82%,11.99,0.24,0.08,1.37,
,  ,Slobodan Stojanović,£95K  £275K,1.03,96,Serbian SuperLeague,,,,4.33,1.07,130,,,0.01,,0,,0,0.03,0%,1.63,0.17,15%,7.03,1.07,15%,32,12.9km,1.2,36.57,31.14,13.62,22.02,3.16,0.03,0.03,0,0.87,1.4,2.76,8.03,1.1,2.4,0.5,38%,2.23,89%,85%,11.42,0.13,0.07,1.1,0.03
,  ,Ludvig Vik,£1.8M  £5.4M,1.45,122,Serbian SuperLeague,,,,4.47,0.22,164,7%,"1,101.00",0.1,,0.15,0.08,0.15,0.12,41%,1.88,0.27,9%,2.56,0.25,10%,8,12.1km,1.2,40.57,35.75,11.99,12.81,3.08,0.16,1.2,0.49,0.38,0.84,2.21,13.92,1.04,2.92,0.14,42%,1.96,72%,88%,11.69,0.05,0.19,1.04,0.14
Wnt,  ,Rahmetullah Meriç,£130K  £375K,0.7,108,Ukrainian Premier League,,,,4.66,0.26,125,3%,"2,413.00",0.07,,0.12,0.04,0.12,0.11,10%,1.9,0.22,11%,2.2,0.26,12%,7,12.3km,1.23,45.28,39.8,15.44,14.51,5.18,0.26,1.08,0.11,0.82,1.49,1.72,10.15,0.75,2.13,1.49,41%,2.57,86%,88%,7.8,0.11,0.07,0.75,0.07
,  ,Nazariy Ushchapovskyi,£5.6M  £16.5M,1.61,117,Ukrainian Premier League,,,,4.66,0.43,153,10%,591.6,0.19,,0.18,0.15,0.18,0.11,38%,0.94,0.03,18%,2.28,0.43,19%,14,12.3km,2.04,30.82,26.14,14.88,16.25,1.76,0.49,1.58,0.61,0.4,1.06,1.98,4.78,0.97,2.8,0,20%,1.86,77%,85%,12.29,0.06,0.3,0.97,0.12
,  ,Mohammad Reza Rasouli,£1M  £3.1M,1.26,108,Ukrainian Premier League,,,,6.61,0.05,131,4%,891.5,0.08,,0.3,0.1,0.3,0.13,24%,2.73,0.1,5%,0.91,0.05,6%,1,13.5km,0.91,31.09,26.3,14.89,23.12,1.77,0.45,2.27,0.56,0.15,0.66,1.77,13.38,0.76,2.88,0,41%,1.87,76%,85%,10.55,0,0.05,0.76,0.05
,  ,Xabier Larrea,£600K  £1.8M,0.75,102,Czech First Division,,,,3.6,0.24,30,,,0.04,,0.06,,0.06,0.09,0%,1.92,0.12,8%,2.76,0.24,9%,2,13.0km,1.44,46.08,40.08,16.92,16.32,6,0,0.72,0,0.12,0.96,1.8,8.88,0.72,2.52,0.72,53%,2.28,83%,87%,9.12,0,,0.72,
,  ,Veli Pitkänen,£1.4M  £4.2M,1.33,106,Ukrainian Premier League,,,,4,0.15,105,,,0.15,,0.04,,0.04,0.06,31%,1.48,0.08,14%,1.03,0.15,15%,4,11.8km,0.72,45.15,38.07,9.9,14.12,3.01,0.27,0.61,0.19,0.46,1.03,1.56,10.28,0.88,2.63,0,37%,1.79,85%,84%,10.47,0,0.23,0.88,
,  ,Denys Dotsenko,£100K  £300K,1.36,102,Ukrainian Premier League,,,,6.64,0.43,187,11%,"1,267.00",0.02,,0.07,0.07,0.07,0.11,17%,3.16,0.53,15%,2.73,0.43,16%,12,12.3km,0.89,45.6,37.43,16.34,16.94,4.12,0.07,0.64,0.11,0.82,1.81,1.95,9.87,0.82,1.95,0.78,48%,2.13,80%,82%,7.39,0.14,0.04,0.82,
,  ,Francis Chabert,£60K  £180K,1.42,102,Ukrainian Premier League,,,,5.28,0.47,56,11%,955,0.09,,0.06,0.09,0.06,0.07,33%,1.13,0,15%,6.13,1.04,17%,5,12.1km,2.64,30.63,26.48,13.85,13.85,1.79,0.09,0.85,0.28,0.38,0.57,2.17,3.68,0.66,2.64,0,21%,1.79,90%,86%,11.31,0,,0.66,0.09
,  ,Jan Zapała,£2.4M  £7M,2.05,124,Czech First Division,,,,3.92,0.2,58,,,0.01,,0,,0,0,,1.69,0.14,9%,2.23,0.2,9%,3,12.5km,1.15,47.73,41.66,16.47,11.14,6.21,0,,,0.95,1.69,2.16,15.46,0.88,2.97,0.47,43%,3.04,83%,87%,10.26,0.07,0.2,0.88,0.07
Lst,  ,Štěpán Marek,£28K,1.81,116,Czech First Division,,,,4.59,0.43,54,,,0.05,,0.04,,0.04,0.05,33%,3.15,0.43,21%,1.96,0.43,22%,5,13.1km,1.02,47.89,42.45,14.55,15.65,6.12,0.26,0.77,0.26,0.77,0.94,2.81,10.29,0.77,2.38,0.09,69%,2.89,87%,89%,10.04,0.17,,0.77,
,  ,Martin Ondrášek,£300K  £900K,1.33,109,Czech First Division,,,,3.88,0.27,57,11%,"1,322.00",0.14,,0.07,0.07,0.07,0.12,33%,1.91,0.14,17%,1.57,0.27,17%,4,12.4km,0.89,47.31,41.87,15.18,15.32,4.36,0.2,0.61,0.2,0.54,1.16,2.11,10.55,0.68,2.11,0.2,49%,2.31,77%,88%,8.65,0.14,0.54,0.68,
,  ,George de Haan,£1.8M  £5.4M,0.93,117,Czech First Division,,,,4.17,0.5,100,8%,"2,158.00",0.06,,0.03,0.04,0.03,0.06,8%,1.92,0.38,25%,1.96,0.5,26%,12,12.3km,1.63,45.71,40.08,15.81,16.27,5.42,0.17,0.5,0.04,0.46,1.13,2.79,11.72,0.71,2.5,1.38,46%,2.5,83%,88%,8.92,0.08,0.25,0.71,0.08
,  ,Bálint Dániel Kercsó,Not for Sale,1.62,130,Czech First Division,,,,4.33,0.29,164,,,0.08,,0.01,,0.01,0.12,0%,2.62,0.16,24%,1.19,0.29,24%,11,12.9km,1.64,47.97,43.32,14.61,13.08,7.63,0,0.08,0,0.9,1.14,2.62,15.27,1.08,2.54,0.13,60%,3.01,86%,90%,9.4,0.21,0.18,1.08,0.13
Wnt,  ,Sami Karakulak,£8M  £24M,1.39,136,Czech First Division,,,,4.2,0.36,152,12%,542.83,0.14,,0.16,0.17,0.16,0.11,47%,0.88,0.03,11%,3.01,0.36,12%,13,12.5km,3.15,31.86,26.39,14.4,16.17,2.13,0.41,1.41,0.66,0.3,0.69,1.82,4.81,1.16,3.4,0,21%,2.79,87%,83%,12.41,0,0.33,1.16,0.11
Loa,  ,Myroslav Kalinin,£500  £2K,1.21,70,Ukrainian Premier League,,,,4.36,1.23,106,,,0.05,,0,,0,0,,1.93,0.25,21%,5.79,1.23,21%,30,12.5km,1.52,36.53,30.58,12.95,23.67,3.25,0,,,0.53,1.48,2.71,5.38,1.07,2.59,0.16,44%,2.22,70%,84%,10.48,0.04,0.16,1.07,0.04
,  ,Roman Wozniak,£40K  £120K,1.73,90,Czech First Division,,,,6.94,0.52,53,,,0,,0.01,,0.01,0.04,0%,5.24,0.26,15%,3.41,0.52,15%,4,12.1km,1.44,49.65,41.66,13.1,15.46,6.68,0,0.13,0,0.92,1.97,2.36,11.79,0.39,1.7,0.26,75%,2.23,89%,84%,6.94,0,,0.39,0.13
,  ,Nicholas Raschi,£700K  £2.1M,1.23,118,Czech First Division,,,,4.39,0.58,136,,,0.06,,0.02,,0.02,0.15,25%,2.16,0.29,26%,2.16,0.58,27%,18,12.2km,0.77,46.87,39.74,13.9,12.94,5.84,0,0.13,0.03,0.77,1.23,2.06,12.97,0.81,2.42,0.35,49%,2.29,76%,85%,8.97,0.19,0.1,0.81,
,  ,Sergey Soldatov,£250K  £750K,0.92,102,Ukrainian Premier League,,,,4.42,0.23,39,,,0.01,,0,,0,0,0%,1.7,0,12%,1.81,0.23,13%,2,12.4km,1.25,45.34,38.31,14.96,12.13,6.12,0.11,0.11,0,0.68,0.91,2.49,10.43,0.57,2.95,0,38%,3.17,88%,85%,9.86,0.11,0.11,0.57,
,  ,Václav Bubeníček,£18K  £55K,0.97,91,Czech First Division,,,,5.84,0.46,178,,,0.04,,0.02,,0.02,0.12,25%,3.84,0.33,12%,3.58,0.46,13%,14,12.4km,1.25,45.36,38.8,13.85,19.1,5.55,0,0.13,0.03,0.72,1.71,1.54,6.04,0.79,1.9,0.03,66%,2,84%,86%,8.27,0.03,0.2,0.79,0.1
,  ,Alexey Nechaev,£90K  £275K,0.9,93,Ukrainian Premier League,,,,6.92,0.27,51,,,0.06,,0.3,,0.3,0.32,29%,1.9,0.41,6%,4.34,0.27,6%,2,11.6km,1.09,45.34,37.87,14.25,18.19,5.02,0.27,0.95,0.27,0.95,1.63,2.17,12.22,0.95,1.76,0.14,27%,2.04,75%,84%,7.6,0.14,,0.95,
Wnt,  ,Mykola Prykhodko,£12K  £35K,1.29,95,Ukrainian Premier League,,,,5.75,0.82,147,,,0.07,,0.03,,0.03,0.1,13%,3.64,0.55,10%,7.98,0.82,10%,21,13.2km,2.5,33.62,28.34,15.48,19.47,3.21,0.12,0.31,0.04,0.59,2.03,2.23,7.58,1.76,3.01,0.04,63%,2.31,84%,84%,10.99,0.08,0.12,1.76,0.04
,  ,Aslanbek Gorokhov,£1.6M  £4.9M,1.42,111,Ukrainian Premier League,,,,4.1,0.61,115,,,0.06,,0.01,,0.01,0.08,0%,1.64,0.14,11%,5.35,0.61,11%,17,12.4km,1.75,42.24,34.47,13.58,15.97,3.67,0.04,0.07,0,0.64,0.96,3.21,12.33,1.21,3.14,0.18,40%,3.39,75%,82%,12.3,0.11,0.11,1.21,0.07
Ret,  ,Oliver Bak,£60K  £170K,1,97,Ukrainian Premier League,,,,4.51,0.21,109,,,0.06,,0.03,,0.03,0.12,0%,1.95,0.12,6%,3.06,0.21,7%,5,12.3km,1.2,48.33,41.62,14.08,11.68,6.54,0.08,0.25,0,0.66,0.95,2.11,12.88,0.62,2.82,0.37,43%,2.44,75%,86%,7.58,0.04,0.17,0.62,0.04
,  ,Daniel Ndada,£650K  £2M,1.19,107,Ukrainian Premier League,,,,5.03,0.19,132,,,0.04,,0,,0,0.12,100%,2.71,0.34,9%,1.98,0.19,10%,5,12.8km,0.95,45.53,38.9,17.68,16.96,5.03,0,0.04,0.04,0.76,1.22,3.01,9.64,0.76,2.25,0.53,54%,2.55,83%,85%,8.54,0.23,0.08,0.76,0.04
,  ,Oleh Andreev,£700K  £2.1M,0.64,100,Ukrainian Premier League,,,,4.82,0.3,111,,,0.09,,0.01,,0.01,0.07,33%,3,0.65,15%,1.95,0.3,16%,7,11.9km,0.82,46.98,39.77,15.07,18.76,5.6,0.04,0.13,0.04,0.87,1.22,1.74,10.94,1.09,2.39,0.13,62%,2.6,79%,85%,8.73,0.04,0.35,1.09,0.09
,  ,Martin Rataj,£90K  £275K,1.25,100,Czech First Division,,,,5.87,0.15,158,,,0.14,,0.04,,0.04,0.1,20%,3.34,0.52,7%,1.93,0.15,8%,4,12.4km,0.82,46.28,41.01,16.05,15.45,4.49,0.22,0.37,0.07,0.71,1.3,1.89,10.77,0.97,2.79,0.11,57%,2.9,87%,89%,8.99,0.26,0.15,0.97,0.07
,  ,Zamoranho Louisville,£550K  £1.7M,1.12,113,Czech First Division,,,,4.67,0.13,107,5%,"2,062.00",0.08,,0.09,0.04,0.09,0.1,29%,2.31,0.17,6%,2.1,0.13,6%,3,12.6km,1.31,43.95,37.01,18.2,17.94,4.36,0.35,0.92,0.26,0.61,1.35,2.14,10.56,0.92,2.62,0.48,50%,3.1,84%,84%,7.94,0.09,0.22,0.92,0.09
