Inf,Rec,Name,Transfer Value,Pts/Gm,CA,Division,xGP/90,Sv %,xSv %,Aer A/90,OPCrs C/90,Hdrs A,Conv %,Mins/Gl,xA/90,Saves/90,xG/90,Gls/90,NPxG/90,xG/shot,Shot %,Hdrs W/90,K Hdrs/90,Cr C/A,Crs A/90,Cr C/90,OPCr %,OPCrs C,Dist/90,Drb/90,Ps A/90,Ps C/90,Sprints/90,Poss Lost/90,Pr passes/90,Shots Outside Box/90,Shot/90,ShT/90,Blk/90,Clr/90,Int/90,Poss Won/90,OPKP/90,Pres C/90,Shts Blckd/90,Hdr %,Tck/90,Tck R,Pas %,Pres A/90,K Tck/90,Ch C/90,K Ps/90,Asts/90
Wnt,  ,Iver Tomin Fuglestad,£65K  £200K,1,103,3F Superliga,,,,5.04,0.1,148,,,0.07,,0.02,,0.02,0.08,0%,2.28,0.61,23%,0.44,0.1,23%,3,12.1km,0.48,49.87,44.01,9.88,9.33,4.8,0.14,0.2,0,0.55,0.99,1.77,11.75,1.06,2.42,1.06,45%,1.6,70%,88%,8.28,0.31,0.07,1.06,0.03
,  ,Ossian Nordvall,£1.8M  £5.2M,1.06,114,3F Superliga,,,,4.51,0.11,121,8%,"2,413.00",0.14,,0.07,0.04,0.07,0.14,54%,2.61,0.34,12%,0.9,0.11,13%,3,12.1km,0.86,45.35,39.2,10.03,13.05,3.43,0.07,0.48,0.26,0.22,0.75,1.57,15.14,1.19,3.06,0.11,58%,2.01,71%,86%,11.19,0.07,0.22,1.19,0.15
Wnt,  ,Philip Søndergaard,£130K  £400K,0.73,111,3F Superliga,,,,7.55,0,205,,,0.03,,0.03,,0.03,0.13,67%,5.3,0.88,,0,0,,0,11.1km,0.29,56.97,48.46,5.05,4.46,3.17,0,0.22,0.15,0.7,1.73,1.03,12.93,0.26,0.99,0.55,70%,0.96,76%,85%,3.31,0.07,0.04,0.26,0.07
,  ,Cristiano Santos,£650K  £1.9M,1.53,114,3F Superliga,,,,7.19,0,231,14%,"1,445.50",0.07,,0.04,0.06,0.04,0.1,29%,5.01,0.81,,0.06,0,0%,0,11.4km,0.12,56.32,48.84,5.42,3.33,3.64,0.12,0.44,0.12,0.72,1.12,1.56,17.09,0.34,1,0.87,70%,1.06,83%,87%,3.21,0.22,0.03,0.34,0.03
Lst,  ,Maissa Ndiaye,£0,1,92,3F Superliga,,,,8.98,0,73,,,0.01,,0,,0,0,,5.53,0.61,,0.12,0,0%,0,11.2km,,55.94,47.46,4.67,3.32,3.81,0,,,0.37,1.35,1.97,16.6,0,0.98,1.84,62%,0.74,67%,85%,2.34,0.12,,,
,  ,Asghar Nadeem,£1.8M  £5.4M,1.56,117,3F Superliga,,,,6.49,0.28,94,,,0.07,,0.01,,0.01,0.06,33%,4.62,0.55,23%,1.17,0.28,24%,4,11.8km,0.48,52.66,47.35,9.46,10.42,4.97,0,0.21,0.07,0.48,1.31,1.45,13.18,0.41,1.52,0.62,71%,1.93,88%,90%,5.31,0.14,0.07,0.41,0.07
,  ,Ismaël Doukouré,£50K  £150K,1.69,115,3F Superliga,,,,7.81,0.03,281,15%,"1,080.00",0.05,,0.05,0.08,0.05,0.09,30%,5.03,0.67,14%,0.19,0.03,14%,1,10.9km,0.19,61.22,54.97,4.81,2.89,3.47,0.22,0.56,0.17,0.56,1.19,1.69,17.19,0.22,1,0.58,64%,1.14,82%,90%,3.06,0.25,0.08,0.22,0.03
,  ,Rodrigo Santiago,£4.2M  £12.5M,1.65,129,3F Superliga,,,,7.88,0,125,50%,"1,427.00",0.1,,0,0.06,0,0.02,50%,5.36,0.76,,0.13,0,0%,0,11.4km,0.13,56.51,51.97,5.17,2.52,3.66,0.06,0.13,0.06,0.44,1.45,1.58,18.48,0.25,1.32,0.5,68%,1.45,96%,92%,2.84,0.25,0.13,0.25,0.06
Inj,  ,Stevan Vujović,£2.4M  £7.2M,1.8,115,3F Superliga,,,,6.83,0.07,92,9%,"1,212.00",0.03,,0.07,0.07,0.07,0.08,27%,5.27,0.45,4%,1.71,0.07,4%,1,12.5km,0.82,46.04,38.02,12.85,11.88,4.23,0.3,0.82,0.22,0.52,0.97,2.3,16.34,0.45,1.26,0.22,77%,1.63,92%,83%,6.68,0.07,0.07,0.45,
,  ,Peter Ross,£1.9M  £5.6M,1.67,128,3F Superliga,,,,7.47,0,173,14%,"2,083.00",0.01,,0.04,0.04,0.04,0.13,57%,5.31,0.78,,0.09,0,0%,0,11.2km,0.13,56.17,52.02,5.31,2.89,3.63,0.09,0.3,0.17,0.73,1.3,1.77,15.99,0.39,0.95,0.26,71%,0.82,66%,93%,2.85,0.22,0.04,0.39,0.04
Wnt,  ,Soungountou Magassa,£1.4M  £4.3M,1.76,124,3F Superliga,,,,6.79,0.02,342,,,0.12,,0.07,,0.07,0.14,15%,4.53,1.11,7%,1.13,0.12,11%,1,11.5km,0.26,59.07,53.71,6.53,2.84,3.77,0.08,0.54,0.08,0.38,0.97,1.61,17.63,0.36,1.57,0.52,67%,1.39,77%,91%,5.1,0.14,0.12,0.36,0.06
,  ,Marcos Sena,£2.7M  £8.2M,1.96,125,3F Superliga,,,,7.02,0.05,155,,,0.04,,0.02,,0.02,0.18,0%,4.3,0.77,16%,0.27,0.05,17%,1,11.9km,0.14,54.22,48.06,5.84,3.31,3.94,0,0.09,0,0.54,1.27,1.77,16.99,0.41,1.09,1.13,61%,1.22,82%,89%,3.17,0.45,0.05,0.41,
,  ,Ante Kavelj,£100K  £300K,1.12,107,3F Superliga,,,,7.23,0,172,,,0.03,,0.03,,0.03,0.11,0%,5.17,0.71,,0.04,0,0%,0,10.7km,0.08,56.06,49.96,4.75,4.16,3.95,0,0.25,0,0.67,1.51,1.51,15.9,0.38,1.22,0.63,72%,1.35,82%,89%,3.36,0.21,0.21,0.38,
,  ,Samuel Nibombé,£1.9M  £5.6M,1.06,112,3F Superliga,,,,7.28,0,225,,,0.02,,0.08,,0.08,0.29,0%,5.4,0.87,,0.1,0,0%,0,11.2km,0.1,56.43,49.12,4.95,3.46,3.85,0.06,0.26,0,0.55,1.23,1.81,18.56,0.29,0.97,0.39,74%,0.94,81%,87%,2.75,0.19,0.06,0.29,0.03
,  ,Wojciech Wasilewski,£5.2M  £15.5M,1.66,130,3F Superliga,,,,6.64,0,277,5%,"3,757.00",0.01,,0.06,0.02,0.06,0.11,14%,4.6,0.65,,0.1,0,0%,0,11.5km,0.14,59.82,53.95,5.32,3.35,3.88,0.1,0.53,0.07,0.65,1.13,2.11,18.11,0.26,1.08,0.48,69%,1.25,79%,90%,3.23,0.29,0.02,0.26,0.05
,  ,Christian Brinks,£600K  £1.8M,0.82,107,3F Superliga,,,,7.21,0.08,95,14%,"1,186.00",0.01,,0.12,0.08,0.12,0.23,57%,5.39,0.76,16%,0.46,0.08,17%,1,10.9km,0.08,55.78,48.64,5.77,5.08,3.72,0.08,0.53,0.3,0.61,1.59,1.59,14.8,0.46,1.52,1.06,75%,1.37,78%,87%,4.25,0.23,,0.46,
,  ,Andreas Friis,£500K  £1.5M,0.91,106,3F Superliga,,,,5.42,0.14,152,17%,"2,526.00",0.02,,0.01,0.04,0.01,0.03,50%,3.92,0.5,6%,2.1,0.14,7%,4,12.2km,0.78,49.1,41.94,12.68,14.75,5.45,0.07,0.21,0.11,1.14,1.18,2.03,12.54,0.78,2,0.61,72%,2.74,89%,85%,8.02,0.07,0.04,0.78,0.11
Wnt,  ,Emin Bayram,£1.2M,1.56,122,3F Superliga,,,,7.67,0.06,265,11%,"1,555.00",0.06,,0.06,0.06,0.06,0.11,32%,5.32,1.36,33%,0.17,0.06,33%,2,11.1km,0.12,62.48,57.27,4.63,2.34,4.08,0.12,0.55,0.17,0.38,0.98,1.45,17.51,0.23,1.36,0.78,69%,1.62,88%,92%,3.47,0.35,0.09,0.23,0.03
,  ,Temesgen Demissie,£500K  £1.5M,1.08,115,3F Superliga,,,,7.88,0,190,,,0.03,,0.01,,0.01,0.09,33%,5.51,1.2,,0.17,0,0%,0,11.5km,0.04,58.78,52.15,5.31,3.77,4.23,0.04,0.12,0.04,0.58,1.37,1.91,16.17,0.25,1.45,0.95,70%,1.41,79%,89%,3.27,0.37,,0.25,
,  ,Alexander Busch,£160K  £475K,0.94,100,3F Superliga,,,,7.71,0,240,8%,"2,803.00",0.04,,0.03,0.03,0.03,0.07,25%,5.2,0.96,,0.13,0,0%,0,10.7km,,55,50.64,4.98,4.01,3.28,0.1,0.39,0.1,0.55,1.16,1.48,15.22,0.1,1.19,0.9,68%,1.32,76%,92%,3.44,0.29,0.03,0.1,
Wnt,  ,José Antonio Moreno,£230K  £700K,0.82,112,3F Superliga,,,,6.74,0.03,216,,,0.04,,0.05,,0.05,0.15,10%,4.06,0.72,25%,0.12,0.03,25%,1,11.5km,0.25,54.92,47.75,6.9,5.15,3.43,0.09,0.31,0.03,0.66,0.75,1.59,16.48,0.25,1.4,1.53,60%,1.5,83%,87%,4.59,0.22,0.09,0.25,0.03
,  ,Frederik Maxsø,£1.5M  £4.4M,2.26,120,3F Superliga,,,,6.76,0.2,102,11%,678.5,0.02,,0.09,0.13,0.09,0.07,37%,4.05,0.6,9%,2.06,0.2,10%,3,12.2km,0.53,49.21,44.17,15.85,10.88,5.04,0.4,1.26,0.46,0.73,1.26,1.92,12.2,0.86,1.72,0.46,60%,2.45,86%,90%,6.96,0.2,0.13,0.86,
Wnt,  ,Per Ovesen,£40K  £120K,0.83,109,3F Superliga,,,,6.93,0.04,191,,,0.05,,0.03,,0.03,0.08,33%,4.75,0.87,12%,0.29,0.04,13%,1,11.6km,0.07,56.21,48.12,6.02,4.61,3.96,0.04,0.33,0.11,0.47,1.34,1.42,15.79,0.51,1.45,0.94,69%,1.38,72%,86%,3.67,0.25,0.07,0.51,0.04
Inj,  ,İbrahim Yıldırım,£14K  £40K,1.06,106,3F Superliga,,,,6.93,0.08,89,,,0.02,,0,,0,0.02,0%,5.29,0.78,100%,0.08,0.08,100%,1,10.8km,0.08,56.06,48.74,4.44,4.59,4.28,0,0.08,0,0.86,2.34,2.1,12.07,0.39,0.78,0.93,76%,0.86,79%,87%,2.72,0.23,,0.39,
,  ,Costantino Bianchi,£1.2M  £3.7M,1.35,120,3F Superliga,,,,6.75,0.06,217,,,0.01,,0.05,,0.05,0.12,13%,4.38,0.75,22%,0.28,0.06,22%,2,11.1km,0.09,56.08,50.24,5.69,4.26,3.64,0.19,0.47,0.06,0.56,1.37,2.3,16.76,0.25,1.18,1.09,65%,1.24,77%,90%,3.05,0.28,,0.25,0.03
,  ,Alexis Olmedo,£4.3M  £13M,1.82,128,3F Superliga,,,,6.69,0.14,338,8%,"2,272.00",0.1,,0.06,0.04,0.06,0.11,23%,4.4,0.75,12%,1.11,0.14,13%,7,12.0km,0.59,50.53,45.28,9.17,6.75,4.73,0.24,0.51,0.12,0.53,1.13,2.14,16.74,0.55,1.7,0.59,66%,1.74,81%,90%,5.98,0.24,0.08,0.55,0.12
Bid,  ,Kenneth Norre,£2.5K  £7K,1.6,99,3F Superliga,,,,7.67,0,44,,,0.18,,0.07,,0.07,0.13,33%,4.53,0.17,,0.17,0,0%,0,10.7km,,51.8,42.56,4.88,2.97,2.62,0.17,0.52,0.17,0.35,2.09,0.87,14.65,0.52,1.4,0.7,59%,1.22,88%,82%,3.66,0.52,,0.52,0.17
,  ,Nacho,£1.6M  £4.8M,2.14,119,3F Superliga,,,,7.76,0,81,,,0.02,,0.02,,0.02,0.1,50%,4.4,1.15,,0,0,,0,11.0km,0.29,58.31,52.56,5.94,3.73,3.45,0.19,0.19,0.1,0.96,1.44,1.72,15.13,0,0.86,0.77,57%,0.57,43%,90%,3.45,0,0.1,,
,  ,Cornelius Olsson,Not for Sale,1.95,128,3F Superliga,,,,7.96,0,327,13%,"1,848.50",0.02,,0.07,0.05,0.07,0.18,19%,6.09,1.24,,0.02,0,0%,0,11.2km,0.29,57.5,53.56,4.99,2.9,3.53,0.07,0.39,0.07,0.41,0.95,1.53,15.53,0.22,1.31,0.49,76%,1.46,87%,93%,3.29,0.24,0.02,0.22,
B,  ,Mathias Sommer,£45K  £140K,1.31,98,3F Superliga,,,,10.79,0,119,,,0.01,,0.01,,0.01,0.1,100%,8.25,1.09,,0,0,,0,10.7km,0.18,54.38,47.67,4.71,3.44,4.53,0,0.09,0.09,0.36,1.81,1,13.14,0.45,1.54,1.09,76%,1.45,84%,88%,3.35,0.18,0.09,0.45,0.09
,  ,Kevin Lønfeldt,£2.1M  £6.2M,1.56,112,3F Superliga,,,,5.35,0.19,193,,,0.04,,0.01,,0.01,0.04,17%,3.75,0.53,11%,1.66,0.19,12%,7,12.1km,0.72,49.55,42.64,13.68,13.46,5.55,0.06,0.17,0.03,0.64,1.58,2.27,15.84,0.92,2.22,1.17,70%,2.58,76%,86%,7.66,0.25,0.08,0.92,0.03
,  ,Matyáš Trousil,£6M  £18M,1.81,128,3F Superliga,,,,7.5,0,138,,,0.05,,0.02,,0.02,0.07,0%,5.49,0.82,,2.28,0.27,12%,0,11.6km,0.05,54.46,46.74,5.71,3.21,3.97,0.11,0.22,0,0.71,1.25,1.47,16.47,0.38,1.03,0.6,73%,0.76,64%,86%,2.83,0.33,0.05,0.38,0.05
,  ,Ameer Sabah,£6.4M  £19M,1.81,128,3F Superliga,,,,4,0,51,14%,"1,148.00",0.11,,0.1,0.08,0.1,0.18,57%,2.12,0.31,,0.24,0,0%,0,12.8km,0.39,50.64,45.94,11.76,6.11,3.84,0.08,0.55,0.31,0.55,1.02,1.72,12.94,0.78,1.8,0.16,53%,1.57,71%,91%,9.25,0.24,0.16,0.78,0.16
IPR,  ,Lukas Kica,£1.2M  £3.7M,1.44,121,3F Superliga,,,,7.88,0,197,,,0,,0.02,,0.02,0.4,0%,5.84,0.72,,0.12,0,0%,0,11.5km,0.16,56.84,50.76,5.56,2.72,3.72,0,0.04,0,0.64,1.68,1.36,16.44,0.4,1.48,0.56,74%,1.68,79%,89%,3.6,0.32,,0.4,
,  ,Lucas Mølkjær,£110K  £350K,1.5,91,3F Superliga,,,,9.68,0.05,199,,,0.03,,0.04,,0.04,0.13,17%,7.1,1.22,33%,0.15,0.05,33%,1,10.6km,,51.2,45.51,4.67,3.74,3.55,0.19,0.29,0.05,0.78,1.46,1.51,10.99,0.29,0.68,0.92,73%,0.83,94%,89%,2.87,0.24,,0.29,0.05
,  ,Yizhar Pachima,£5.4M  £16M,1.58,126,3F Superliga,,,,5.62,0.23,268,,,0.03,,0.08,,0.08,0.14,12%,4,0.31,10%,2.28,0.23,10%,11,13.0km,0.94,46.72,39.51,19.09,16.05,5.28,0.17,0.54,0.06,0.73,1.22,2.56,13.25,0.59,2.28,1.15,71%,2.66,85%,85%,8.72,0.27,0.04,0.59,0.02
,  ,Brian Kristiansen,£6.4M  £19M,1.69,128,3F Superliga,,,,6.79,0.03,258,,,0.11,,0.01,,0.01,0.04,13%,4.34,0.76,7%,0.34,0.03,8%,1,11.5km,0.32,61.01,55.25,7.08,3.71,3.37,0.13,0.21,0.03,0.45,1.13,1.63,16.81,0.26,1.32,1.13,64%,1.24,69%,91%,3.87,0.18,0.18,0.26,0.11
Unh,  ,Nelson Abbey,£3K  £9K,1.03,98,Greek Super League 1,,,,5.87,0.14,171,,,0.03,,0,,0,0.04,0%,3.88,0.48,7%,1.75,0.14,8%,4,12.2km,0.65,48.81,42.29,11.39,12.28,5.18,0.07,0.1,0,0.62,1.2,2.02,13.03,0.86,2.13,0.65,66%,2.3,76%,87%,7.51,0.17,0.17,0.86,
Inj,  ,Eymen Öztürk,£6.2M  £18.5M,1.43,134,Turkish Super League,,,,5.78,0,157,,,0.05,,0.03,,0.03,0.08,17%,3.83,0.4,,0.11,0,0%,0,11.6km,0.04,66.08,58.69,6.44,3.27,3.64,0.11,0.44,0.07,0.66,1.07,1.99,17.99,0.29,0.99,0.55,66%,1.03,74%,89%,3.35,0.26,,0.29,0.15
,  ,Johan Bångsbo,£275K  £850K,1.13,106,Turkish Super League,,,,6.96,0.03,199,10%,"2,572.00",0.08,,0.02,0.03,0.02,0.06,20%,5.25,1.08,25%,0.14,0.03,25%,1,11.2km,0.07,55.95,49.97,5.46,3.6,4.62,0.17,0.35,0.07,0.38,1.05,1.5,16.24,0.45,1.19,0.8,75%,1.12,73%,89%,3.6,0.28,0.07,0.45,0.17
,  ,Oliver Sutter,£4.2M  £12.5M,1.65,117,cinch Premiership,,,,4.88,0.23,126,33%,"2,323.00",0.04,,0.02,0.04,0.02,0.19,33%,2.83,0.19,13%,2.63,0.23,9%,6,12.7km,0.66,46.53,39.87,15.5,15.85,5,0.04,0.12,0.04,0.74,1.51,2.67,11.86,1.08,1.9,0.97,58%,2.25,83%,86%,8.52,0.23,0.04,1.08,0.04
,  ,Anton Klaster,£1.4M  £4.1M,1.34,110,Turkish Super League,,,,8.1,0,256,13%,"2,846.00",0.1,,0.03,0.03,0.03,0.1,25%,5.91,1.42,,0.09,0,0%,0,10.6km,0.09,57.11,51.99,4.08,3.32,3.95,0.09,0.25,0.06,0.38,1.33,1.58,16.98,0.22,1.08,0.76,73%,1.04,79%,91%,2.78,0.25,0.16,0.22,0.03
,  ,Kürşat Yapıcı,£600K  £1.8M,1.26,105,Turkish Super League,,,,7.5,0.03,251,,,0.02,,0.02,,0.02,0.04,0%,4.6,0.75,16%,0.18,0.03,17%,1,11.1km,0.24,56.68,51.04,5.23,4.81,3.76,0.15,0.36,0,0.42,1.43,1.17,13.57,0.21,1.34,0.57,61%,1.37,81%,90%,3.26,0.3,0.03,0.21,0.03
,  ,Kelvin Sheffield,£2.4M  £7.2M,1.61,117,cinch Premiership,,,,7.99,0,261,20%,"1,470.50",0.02,,0.04,0.06,0.04,0.12,30%,5.48,1.25,,0.12,0,0%,0,11.3km,0.15,55.88,47.07,5.29,3.46,3.76,0.12,0.31,0.09,0.43,1.41,1.5,15.94,0.15,1.35,0.77,69%,1.29,76%,84%,3.89,0.34,0.12,0.15,
,  ,Mattia Zullo,£1.9M  £5.6M,1.91,117,Turkish Super League,,,,7.27,0.03,246,8%,"3,046.00",0.06,,0.04,0.03,0.04,0.1,42%,4.61,0.89,25%,0.12,0.03,25%,1,11.3km,0.15,57.38,50.53,4.93,3.28,3.9,0.12,0.35,0.15,0.35,1,1.68,17.34,0.24,1.3,0.74,63%,1.27,80%,88%,2.9,0.27,0.06,0.24,0.03
Wnt,  ,Costanzo Migliaccio,£0,1.17,89,Greek Super League 1,,,,7.14,0.33,175,,,0.03,,0.07,,0.07,0.13,23%,4.85,0.69,11%,2.9,0.33,11%,8,12.7km,0.9,45.51,37.68,14.8,16.47,4.16,0.16,0.53,0.12,0.73,1.63,2.08,9.42,0.86,1.71,0.41,68%,1.79,90%,83%,7.95,0.04,,0.86,0.04
,  ,Silva,£4.7M  £14M,1.45,134,Greek Super League 1,,,,5.98,0.3,261,,,0.08,,0.02,,0.02,0.08,8%,3.59,0.46,17%,1.69,0.3,18%,13,12.7km,0.94,48.9,43.71,14.45,12.41,6.16,0.14,0.3,0.02,0.46,0.62,2.59,12.91,0.64,2.52,0.48,60%,2.61,70%,89%,8.17,0.21,0.09,0.64,0.07
Wnt,  ,Taha Altıkardeş,£18K  £50K,1.43,105,Turkish Super League,,,,6.47,0.19,133,,,0.06,,0.05,,0.05,0.13,29%,3.84,0.78,11%,1.75,0.19,11%,4,11.7km,0.34,50.62,45.71,11.09,10.06,5.06,0.1,0.34,0.1,0.58,0.92,2.19,13.47,0.78,1.94,0.83,59%,2.09,78%,90%,7.39,0.19,0.15,0.78,0.15
,  ,Nathaniel Adjei,£110K  £325K,1.17,105,Turkish Super League,,,,7.47,0.24,217,,,0.06,,0.06,,0.06,0.17,18%,5.4,0.96,41%,0.58,0.24,41%,7,11.0km,0.14,57.42,51.95,6.16,5.37,4.27,0.1,0.38,0.07,0.55,1.48,1.72,14.07,0.38,1.1,1.1,72%,1.2,81%,90%,3.27,0.28,0.14,0.38,
,  ,Diamantis Liapis,£2.2M  £6.6M,1.09,118,Greek Super League 1,,,,8.41,0,180,,,0.02,,0.05,,0.05,0.14,38%,5.09,1.03,,0.09,0,0%,0,11.3km,0.09,53.29,45.16,5.98,2.99,4.39,0.19,0.37,0.14,0.33,1.4,1.82,19.24,0.23,1.49,0.42,61%,1.54,87%,85%,3.64,0.37,0.14,0.23,
,  ,Liam Sinclair,£0,1.55,89,cinch Premiership,,,,7.91,0.14,56,,,0.01,,0.04,,0.04,0.07,0%,5.65,1.13,100%,0.14,0.14,100%,1,11.4km,0.28,50.58,45.78,5.37,4.1,4.24,0.14,0.57,0,0.28,2.12,0.71,12.72,0.42,1.55,0.85,71%,1.41,83%,91%,3.11,0.14,,0.42,0.14
,  ,King Manu,£70K  £210K,1.82,111,Turkish Super League,,,,8.04,0.03,312,,,0.07,,0.03,,0.03,0.11,25%,5.98,1.21,20%,0.13,0.03,20%,1,11.1km,0.15,54.38,49.71,5.25,2.88,3.94,0.1,0.31,0.08,0.49,1.24,1.49,15.92,0.31,1.34,0.75,74%,1.39,86%,91%,2.83,0.28,0.1,0.31,0.03
Wnt,  ,Orfeas Kotsalas,£55K  £160K,1.17,110,Greek Super League 1,,,,6.44,0.06,214,9%,"2,990.00",0.05,,0.01,0.03,0.01,0.04,9%,4.55,0.48,22%,0.27,0.06,22%,2,11.5km,0.3,55.41,49.06,7.07,5.09,4.39,0.09,0.33,0.03,0.84,1.41,1.87,12.34,0.69,2.02,0.66,71%,1.81,85%,89%,5.75,0.45,0.06,0.69,0.03
,  ,Moses Williams,£400K  £1.2M,0.93,111,Turkish Super League,,,,7.79,0.04,221,,,0.05,,0.03,,0.03,0.08,22%,5.01,0.88,50%,0.07,0.04,50%,1,11.0km,0.21,55.3,51.42,4.73,2.36,3.49,0.07,0.32,0.07,0.56,1.48,1.52,17.1,0.18,1.16,0.46,64%,1.13,76%,93%,3.17,0.18,0.04,0.18,0.04
,  ,Petrony,£3M  £8.8M,2.06,133,Turkish Super League,,,,6.28,0.14,218,,,0.09,,0.01,,0.01,0.1,0%,4.67,0.69,45%,0.32,0.14,45%,5,11.4km,0.17,58.57,54.07,6.08,3.46,4.03,0.03,0.06,0,0.52,1.21,1.61,18.52,0.49,1.61,0.52,74%,1.58,76%,92%,4.12,0.29,0.14,0.49,0.09
Wnt,  ,Rayan Masson,£0,1.07,90,Greek Super League 1,,,,7.68,0.48,95,,,0.05,,0,,0,0.06,0%,5.01,1.05,30%,1.62,0.48,30%,6,12.0km,0.57,48.8,42.5,8.4,13.17,4.61,0,0.08,0,0.65,1.45,1.54,12.44,0.48,1.94,1.13,65%,2.18,90%,87%,5.01,0.24,0.16,0.48,
,  ,Odil,£1M  £3M,1.88,118,Turkish Super League,,,,7.73,0.06,120,,,0.05,,0.01,,0.01,0.1,0%,5.8,1.03,100%,0.06,0.06,100%,1,11.0km,0.26,56.11,49.03,5.03,2.58,4.25,0.06,0.13,0,0.58,1.42,1.22,18.55,0.26,1.35,0.84,75%,1.42,92%,87%,3.48,0.39,0.19,0.26,0.06
Wnt,  ,Kadir Seven,£1K,0.55,90,Turkish Super League,,,,8.48,0.12,73,,,0,,0.03,,0.03,0.13,0%,6.5,1.39,50%,0.23,0.12,50%,1,10.0km,,52.72,44.94,4.88,5.11,2.9,0.12,0.23,0,0.46,1.51,1.51,9.87,0.23,0.81,0.7,77%,1.05,82%,85%,2.9,0.12,,0.23,
Wnt,  ,Ivan Alves,£250K  £750K,1.16,118,Greek Super League 1,,,,6.64,0.04,158,,,0.08,,0.05,,0.05,0.12,22%,4.54,0.46,12%,0.34,0.04,13%,1,11.5km,0.17,61.36,55.44,6.55,3.65,3.7,0.04,0.38,0.08,0.46,1.34,1.72,14.99,0.17,0.92,0.71,68%,1.13,79%,90%,3.95,0.25,0.04,0.17,
,  ,Frank Odhiambo,£2K  £6K,0.94,90,Greek Super League 1,,,,9.17,0,145,,,0.02,,0.02,,0.02,0.05,20%,6.83,0.95,,0,0,,0,10.6km,0.32,53.89,45.28,3.42,3.29,3.98,0,0.32,0.06,0.7,0.89,1.9,12.27,0.19,0.95,0.76,74%,0.7,58%,84%,3.42,0.13,0.06,0.19,
,  ,Charles Azeez,£500K  £1.5M,1.46,118,cinch Premiership,,,,6.42,0,79,100%,"1,108.00",0,,0,0.08,0,0,100%,4.47,0.49,,0.08,0,0%,0,11.5km,,58.08,50.12,5.44,3.17,2.52,0.08,0.08,0.08,1.3,1.14,2.03,14.62,0.24,0.41,0.89,70%,0.97,100%,86%,2.92,0.08,,0.24,
,  ,Franklin Díaz,£6.2M  £18.5M,2.04,132,Turkish Super League,,,,7,0.04,189,,,0.03,,0.03,,0.03,0.13,14%,5.07,0.93,33%,0.11,0.04,33%,1,11.4km,0.19,59.83,54.16,5.18,2.44,4.22,0.04,0.26,0.04,0.41,0.44,2.11,20.29,0.07,0.96,1.22,72%,1.33,82%,91%,3.33,0.26,0.07,0.07,
Wnt,  ,Zeki Başköy,£550K  £1.7M,1.17,118,Turkish Super League,,,,7.61,0.05,157,,,0.03,,0.01,,0.01,0.06,33%,4.85,0.73,20%,0.24,0.05,20%,1,11.4km,0.15,56.51,50.36,6.59,3.93,4.75,0.05,0.15,0.05,0.97,1.89,1.55,15.22,0.63,1.45,1.16,64%,1.41,76%,89%,4.12,0.34,,0.63,
,  ,Özgür Göynü,£3.7M  £11M,1.5,132,Turkish Super League,,,,5.59,0.03,169,,,0.01,,0.04,,0.04,0.09,0%,3.64,0.86,12%,0.26,0.03,13%,1,11.6km,0.3,58.53,53.31,7.14,3.34,3.93,0.23,0.43,0,0.4,0.83,1.98,18.87,0.33,1.42,1.06,65%,1.42,77%,91%,3.73,0.23,0.13,0.33,
Wnt,  ,Coby Small,£5.4M  £16M,1.95,132,cinch Premiership,,,,6.62,0.05,251,,,0.06,,0.08,,0.08,0.12,17%,4.62,0.5,28%,0.18,0.05,29%,2,11.1km,0.16,66.87,63.49,4.83,2.06,4.75,0.16,0.63,0.11,0.5,0.84,2.08,18.57,0.29,1.11,0.37,70%,1.5,85%,95%,3.06,0.34,0.03,0.29,
Wnt,  ,Samuel Kotto,£1.1M  £3.2M,1.8,118,Turkish Super League,,,,7.34,0,180,15%,736,0.06,,0.09,0.12,0.09,0.11,25%,5.18,0.98,,0.24,0,0%,0,10.8km,0.08,54.13,49.89,4.52,2.61,4.16,0.24,0.82,0.2,0.61,1.55,1.47,18.91,0.49,1.22,1.02,71%,1.02,76%,92%,2.89,0.37,0.08,0.49,
,  ,Abdallah Ikram,£2.1M  £6.2M,0.94,117,Greek Super League 1,,,,6.81,0,220,,,0.05,,0.03,,0.03,0.09,33%,4.7,0.9,,0.12,0,0%,0,11.4km,0.06,58.46,53.02,5.29,2.04,3.81,0.15,0.28,0.09,0.43,1.36,1.73,18.69,0.28,1.05,0.59,69%,1.02,75%,91%,3.22,0.15,0.09,0.28,0.09
,  ,Ali Demir,£3.9M  £11.5M,1.63,119,Turkish Super League,,,,7.46,0.1,368,,,0.03,,0.01,,0.01,0.09,25%,4.52,0.89,50%,0.2,0.1,50%,5,11.1km,0.1,56.98,50.96,4.91,3.73,3.73,0.04,0.08,0.02,0.36,1.38,1.86,16.68,0.2,1.54,0.75,61%,1.74,95%,89%,3.49,0.3,0.04,0.2,
,  ,Orhan Yıldız,£4.9M  £14.5M,1.77,125,Turkish Super League,,,,8.14,0,375,17%,"1,381.67",0.01,,0.04,0.07,0.04,0.11,44%,5.6,0.56,,0.11,0,0%,0,11.3km,0.13,55.45,49.59,5.43,2.11,3.3,0.09,0.39,0.17,0.76,1.37,2.02,17.87,0.37,1.04,0.65,69%,1.09,76%,89%,3.15,0.3,0.07,0.37,
